window_id,participant_id,session_id,recording_date,scenario_id,trajectory_id,worker_id,hazard_id,window_started_at,window_ended_at,window_duration_seconds,sample_count,rssi_mean,rssi_peak,rssi_min,rssi_std,rssi_slope,warning_duration_seconds,danger_duration_seconds,state_transition_count,packet_loss_ratio,acceleration_mean_g,acceleration_max_g,acceleration_energy,gyroscope_mean_dps,gyroscope_max_dps,gyroscope_energy,orientation_change_deg,sudden_motion,hazard_active,repeated_exposure_count,hazard_type,escalated_within_horizon,target_source,data_origin
WIN-0012296,P016,S08,2026-01-19,IMPACT_CANDIDATE,TRJ-P016-S08-000006,W16,L01,2026-01-19T14:00:50+00:00,2026-01-19T14:00:59.884522+00:00,9.885,79,-69.463,-64.505,-74.767,3.398,-0.6411,4.363,0.923,3,0.0196,1.4476,4.9212,2.6516,102.343,339.759,30510.952,62.443,True,True,4,LASER_CUTTER,1,SYNTHETIC_CONTROLLED_SCENARIO,SYNTHETIC
WIN-0012297,P017,S08,2026-01-22,NORMAL_WORK_NEAR_MACHINE,TRJ-P017-S08-000006,W17,F02,2026-01-22T14:00:50+00:00,2026-01-22T14:00:59.789612+00:00,9.79,49,-71.475,-67.278,-76.073,2.51,-1.3983,2.396,1.397,1,0.0893,1.0206,1.6433,0.2285,21.125,21.125,103.222,1.915,False,True,1,FORKLIFT,0,SYNTHETIC_CONTROLLED_SCENARIO,SYNTHETIC
WIN-0012298,P018,S08,2026-01-25,SUDDEN_MOTION_AFTER_WARNING,TRJ-P018-S08-000006,W18,F02,2026-01-25T14:00:50+00:00,2026-01-25T14:01:00.580451+00:00,10.58,85,-62.228,-55.409,-68.366,3.272,3.1544,3.568,5.28,0,0.0,1.6015,3.2818,2.4436,71.401,231.892,10072.997,41.525,True,True,3,FORKLIFT,1,SYNTHETIC_CONTROLLED_SCENARIO,SYNTHETIC
WIN-0012299,P019,S08,2026-01-28,RSSI_FLUCTUATION,TRJ-P019-S08-000006,W19,L01,2026-01-28T14:00:50+00:00,2026-01-28T14:01:00.163485+00:00,10.163,81,-72.09,-59.788,-84.28,9.192,-0.8797,4.093,1.549,1,0.0901,0.8802,1.3078,0.0332,18.544,57.409,347.269,13.625,False,True,4,LASER_CUTTER,0,SYNTHETIC_CONTROLLED_SCENARIO,SYNTHETIC
WIN-0012300,P020,S08,2026-01-31,RSSI_FLUCTUATION,TRJ-P020-S08-000006,W20,F02,2026-01-31T14:00:50+00:00,2026-01-31T14:01:00.538492+00:00,10.538,84,-73.817,-63.138,-82.779,7.65,-0.6561,3.47,0.739,2,0.09,1.1729,1.1942,0.0587,16.165,40.664,351.904,11.008,False,True,0,FORKLIFT,0,SYNTHETIC_CONTROLLED_SCENARIO,SYNTHETIC
WIN-0012301,P021,S08,2026-02-03,PROLONGED_DANGER,TRJ-P021-S08-000006,W01,F01,2026-02-03T14:00:50+00:00,2026-02-03T14:00:59.963723+00:00,9.964,80,-57.752,-54.949,-60.102,1.745,1.1989,0.909,5.769,1,0.0589,1.1423,1.8595,0.2266,31.209,91.732,1487.284,8.041,False,True,1,FORKLIFT,1,SYNTHETIC_CONTROLLED_SCENARIO,SYNTHETIC
WIN-0012302,P022,S08,2026-02-06,NORMAL_WORK_NEAR_MACHINE,TRJ-P022-S08-000006,W02,F02,2026-02-06T14:00:50+00:00,2026-02-06T14:00:59.995350+00:00,9.995,80,-71.875,-65.118,-77.124,4.142,-0.132,4.404,1.155,1,0.0574,1.0733,2.1544,0.4378,21.189,77.551,1548.094,14.893,False,False,4,FORKLIFT,0,SYNTHETIC_CONTROLLED_SCENARIO,SYNTHETIC
WIN-0012303,P023,S08,2026-02-09,SUDDEN_MOTION_AFTER_WARNING,TRJ-P023-S08-000006,W03,F02,2026-02-09T14:00:50+00:00,2026-02-09T14:00:59.927146+00:00,9.927,79,-60.246,-55.601,-66.712,3.268,2.0154,2.695,2.053,3,0.0335,1.3617,2.9886,0.6663,78.304,228.361,12177.234,46.336,True,True,2,FORKLIFT,0,SYNTHETIC_CONTROLLED_SCENARIO,SYNTHETIC
WIN-0012304,P024,S08,2026-02-12,FORKLIFT_CROSSING,TRJ-P024-S08-000006,W04,F01,2026-02-12T14:00:50+00:00,2026-02-12T14:01:00.548706+00:00,10.549,105,-56.637,-49.778,-64.046,5.209,2.0951,4.603,2.739,5,0.0061,1.2843,1.612,0.1964,49.394,159.919,4666.252,38.041,True,True,2,FORKLIFT,1,SYNTHETIC_CONTROLLED_SCENARIO,SYNTHETIC
WIN-0012305,P025,S08,2026-02-15,NORMAL_PASSAGE,TRJ-P025-S08-000006,W05,G01,2026-02-15T14:00:50+00:00,2026-02-15T14:00:59.999475+00:00,9.999,80,-84.827,-81.694,-86.309,2.312,-0.1783,1.833,0.311,5,0.0,0.8824,1.0274,0.024,7.733,62.973,1148.439,5.743,False,True,0,GRINDING_MACHINE,0,SYNTHETIC_CONTROLLED_SCENARIO,SYNTHETIC
WIN-0012306,P026,S08,2026-02-18,FORKLIFT_APPROACH,TRJ-P026-S08-000006,W06,F03,2026-02-18T14:00:50+00:00,2026-02-18T14:01:00.440803+00:00,10.441,52,-67.058,-60.026,-75.108,4.757,2.4483,4.008,0.754,5,0.0334,1.116,1.5683,0.1199,24.758,82.847,799.005,15.589,False,True,4,FORKLIFT,0,SYNTHETIC_CONTROLLED_SCENARIO,SYNTHETIC
WIN-0012307,P027,S08,2026-02-21,FALL_CANDIDATE,TRJ-P027-S08-000006,W07,L01,2026-02-21T14:00:50+00:00,2026-02-21T14:01:00.078142+00:00,10.078,101,-66.76,-60.714,-75.279,5.442,1.6178,2.713,0.842,4,0.1402,1.6517,3.8664,1.8197,108.395,342.132,14581.364,81.3,True,True,1,LASER_CUTTER,1,SYNTHETIC_CONTROLLED_SCENARIO,SYNTHETIC
WIN-0012308,P028,S08,2026-02-24,NORMAL_WORK_NEAR_MACHINE,TRJ-P028-S08-000006,W08,F03,2026-02-24T14:00:50+00:00,2026-02-24T14:01:00.007043+00:00,10.007,50,-77.344,-74.198,-80.717,1.172,1.0194,4.619,0.0,1,0.0432,1.1181,1.1181,0.0289,19.967,50.664,485.746,5.268,False,True,0,FORKLIFT,0,SYNTHETIC_CONTROLLED_SCENARIO,SYNTHETIC
WIN-0012309,P029,S08,2026-02-27,NORMAL_PASSAGE,TRJ-P029-S08-000006,W09,F02,2026-02-27T14:00:50+00:00,2026-02-27T14:00:59.881084+00:00,9.881,49,-82.891,-76.608,-88.816,4.39,0.7818,0.131,0.0,6,0.052,1.0967,1.0967,0.0268,10.212,47.556,232.946,0.763,False,False,0,FORKLIFT,0,SYNTHETIC_CONTROLLED_SCENARIO,SYNTHETIC
WIN-0012310,P030,S08,2026-03-02,REPEATED_EXPOSURE,TRJ-P030-S08-000006,W10,F02,2026-03-02T14:00:50+00:00,2026-03-02T14:01:00.868637+00:00,10.869,87,-64.882,-58.217,-72.672,4.716,1.1863,4.205,2.383,3,0.0715,1.1082,2.3524,0.6828,38.061,89.6,1211.196,12.866,False,True,3,FORKLIFT,0,SYNTHETIC_CONTROLLED_SCENARIO,SYNTHETIC
WIN-0012311,P031,S08,2026-03-05,IMPACT_CANDIDATE,TRJ-P031-S08-000006,W11,F03,2026-03-05T14:00:50+00:00,2026-03-05T14:01:00.177482+00:00,10.177,81,-66.847,-59.492,-75.541,5.778,0.906,2.564,2.29,2,0.0751,1.3645,4.4415,5.9994,88.644,344.535,34833.88,58.376,True,True,3,FORKLIFT,1,SYNTHETIC_CONTROLLED_SCENARIO,SYNTHETIC
WIN-0012312,P032,S08,2026-03-08,NORMAL_WORK_NEAR_MACHINE,TRJ-P032-S08-000006,W12,F02,2026-03-08T14:00:50+00:00,2026-03-08T14:01:00.047150+00:00,10.047,80,-70.499,-62.992,-77.587,4.492,0.2682,5.793,0.0,2,0.067,0.9597,1.2655,0.0241,13.278,52.216,769.526,9.276,False,True,1,FORKLIFT,0,SYNTHETIC_CONTROLLED_SCENARIO,SYNTHETIC
WIN-0012313,P033,S08,2026-03-11,FORKLIFT_APPROACH,TRJ-P033-S08-000006,W13,F03,2026-03-11T14:00:50+00:00,2026-03-11T14:00:59.495862+00:00,9.496,47,-70.342,-61.273,-79.888,5.72,2.6614,4.232,1.955,3,0.0356,1.2708,1.834,0.2368,30.499,87.582,1749.49,13.307,False,True,1,FORKLIFT,0,SYNTHETIC_CONTROLLED_SCENARIO,SYNTHETIC
WIN-0012314,P034,S08,2026-03-14,PROLONGED_DANGER,TRJ-P034-S08-000006,W14,F03,2026-03-14T14:00:50+00:00,2026-03-14T14:00:59.643699+00:00,9.644,77,-52.644,-49.22,-58.028,2.716,-0.3062,2.656,5.623,1,0.0195,0.9751,1.4703,0.12,28.898,59.445,587.089,11.734,False,True,4,FORKLIFT,0,SYNTHETIC_CONTROLLED_SCENARIO,SYNTHETIC
WIN-0012315,P035,S08,2026-03-17,NORMAL_PASSAGE,TRJ-P035-S08-000006,W15,F02,2026-03-17T14:00:50+00:00,2026-03-17T14:01:00.107093+00:00,10.107,51,-86.204,-81.97,-91.155,1.925,1.1648,1.921,0.0,1,0.0544,1.1414,1.4983,0.0916,0.0,29.105,143.748,8.031,False,True,1,FORKLIFT,0,SYNTHETIC_CONTROLLED_SCENARIO,SYNTHETIC
WIN-0012316,P036,S08,2026-03-20,NORMAL_WORK_NEAR_MACHINE,TRJ-P036-S08-000006,W16,F01,2026-03-20T14:00:50+00:00,2026-03-20T14:00:59.758104+00:00,9.758,98,-74.283,-68.737,-77.923,3.322,-0.8125,4.073,0.0,2,0.0743,0.9984,1.6677,0.1207,37.619,69.689,923.887,11.855,False,True,2,FORKLIFT,0,SYNTHETIC_CONTROLLED_SCENARIO,SYNTHETIC
WIN-0012317,P037,S08,2026-03-23,FORKLIFT_APPROACH,TRJ-P037-S08-000006,W17,F02,2026-03-23T14:00:50+00:00,2026-03-23T14:01:00.800405+00:00,10.8,54,-63.578,-56.92,-69.21,3.691,2.9141,6.115,0.0,2,0.0203,1.2677,1.7587,0.2358,8.413,67.576,1128.047,28.184,False,True,0,FORKLIFT,0,SYNTHETIC_CONTROLLED_SCENARIO,SYNTHETIC
WIN-0012318,P038,S08,2026-03-26,NORMAL_WORK_NEAR_MACHINE,TRJ-P038-S08-000006,W18,G01,2026-03-26T14:00:50+00:00,2026-03-26T14:01:00.519521+00:00,10.52,84,-73.063,-68.581,-78.376,2.929,-1.1192,4.61,0.914,2,0.0287,1.0496,1.6056,0.1524,19.986,22.175,89.106,15.392,False,True,1,GRINDING_MACHINE,0,SYNTHETIC_CONTROLLED_SCENARIO,SYNTHETIC
WIN-0012319,P039,S08,2026-03-29,RSSI_FLUCTUATION,TRJ-P039-S08-000006,W19,F02,2026-03-29T14:00:50+00:00,2026-03-29T14:01:00.798835+00:00,10.799,108,-70.116,-59.201,-79.777,7.359,0.4999,3.039,0.274,7,0.0612,0.9566,1.5102,0.1937,10.408,51.593,513.425,8.165,False,True,0,FORKLIFT,0,SYNTHETIC_CONTROLLED_SCENARIO,SYNTHETIC
WIN-0012320,P040,S08,2026-04-01,NORMAL_PASSAGE,TRJ-P040-S08-000006,W20,L01,2026-04-01T14:00:50+00:00,2026-04-01T14:01:00.236727+00:00,10.237,102,-82.229,-81.349,-87.813,2.012,-0.6096,0.531,0.744,2,0.0208,0.9274,1.5874,0.1023,11.138,44.895,515.155,14.432,False,True,0,LASER_CUTTER,0,SYNTHETIC_CONTROLLED_SCENARIO,SYNTHETIC
WIN-0012321,P001,S09,2026-03-12,PROLONGED_DANGER,TRJ-P001-S09-000006,W01,G01,2026-03-12T15:00:50+00:00,2026-03-12T15:01:00.450310+00:00,10.45,105,-59.9,-55.984,-63.355,2.353,1.2478,2.432,6.427,1,0.0185,1.02,1.4629,0.0611,28.482,66.198,804.003,27.954,False,True,3,GRINDING_MACHINE,1,SYNTHETIC_CONTROLLED_SCENARIO,SYNTHETIC
WIN-0012322,P002,S09,2026-03-15,IMPACT_CANDIDATE,TRJ-P002-S09-000006,W02,F02,2026-03-15T15:00:50+00:00,2026-03-15T15:00:59.968503+00:00,9.969,80,-71.646,-67.613,-78.809,3.788,0.9932,2.119,2.318,2,0.0033,1.4081,4.5043,2.1661,104.869,298.418,7393.288,67.602,True,True,2,FORKLIFT,1,SYNTHETIC_CONTROLLED_SCENARIO,SYNTHETIC
WIN-0012323,P003,S09,2026-03-18,SUDDEN_MOTION_AFTER_WARNING,TRJ-P003-S09-000006,W03,F02,2026-03-18T15:00:50+00:00,2026-03-18T15:01:00.695147+00:00,10.695,107,-62.755,-58.929,-66.821,2.187,1.8465,2.353,4.201,1,0.0647,1.482,2.9539,0.6865,76.184,238.877,14705.171,40.721,True,True,2,FORKLIFT,1,SYNTHETIC_CONTROLLED_SCENARIO,SYNTHETIC
WIN-0012324,P004,S09,2026-03-21,SUDDEN_MOTION_AFTER_WARNING,TRJ-P004-S09-000006,W04,G01,2026-03-21T15:00:50+00:00,2026-03-21T15:00:59.524845+00:00,9.525,76,-63.521,-58.754,-70.142,3.598,2.318,3.452,2.106,1,0.0986,1.3152,3.3263,1.4751,59.947,212.247,12471.2,43.872,True,True,1,GRINDING_MACHINE,1,SYNTHETIC_CONTROLLED_SCENARIO,SYNTHETIC
WIN-0012325,P005,S09,2026-03-24,FORKLIFT_CROSSING,TRJ-P005-S09-000006,W05,F03,2026-03-24T15:00:50+00:00,2026-03-24T15:01:00.212640+00:00,10.213,82,-64.331,-57.035,-72.378,5.127,1.8699,3.763,2.122,1,0.0221,1.1128,2.4253,0.3951,45.817,117.55,2537.897,23.958,False,True,2,FORKLIFT,1,SYNTHETIC_CONTROLLED_SCENARIO,SYNTHETIC
WIN-0012326,P006,S09,2026-03-27,FORKLIFT_CROSSING,TRJ-P006-S09-000006,W06,F03,2026-03-27T15:00:50+00:00,2026-03-27T15:00:59.971639+00:00,9.972,50,-64.124,-57.848,-69.39,3.471,2.3161,2.863,2.409,1,0.0134,1.2146,2.0815,0.5853,38.979,110.043,2413.976,19.859,True,True,0,FORKLIFT,0,SYNTHETIC_CONTROLLED_SCENARIO,SYNTHETIC
WIN-0012327,P007,S09,2026-03-30,BLE_PACKET_LOSS,TRJ-P007-S09-000006,W07,L01,2026-03-30T15:00:50+00:00,2026-03-30T15:00:59.273159+00:00,9.273,93,-73.996,-66.862,-81.21,5.119,0.324,2.7,0.661,1,0.3437,1.0708,1.6646,0.2555,26.61,61.211,300.789,35.308,False,True,1,LASER_CUTTER,0,SYNTHETIC_CONTROLLED_SCENARIO,SYNTHETIC
WIN-0012328,P008,S09,2026-04-02,NORMAL_PASSAGE,TRJ-P008-S09-000006,W08,F03,2026-04-02T15:00:50+00:00,2026-04-02T15:01:00.052252+00:00,10.052,101,-80.092,-76.279,-85.905,3.401,1.1444,1.592,0.0,2,0.0,1.2153,1.7906,0.2306,5.796,45.304,382.557,17.911,False,True,0,FORKLIFT,0,SYNTHETIC_CONTROLLED_SCENARIO,SYNTHETIC
WIN-0012329,P009,S09,2026-01-05,REPEATED_EXPOSURE,TRJ-P009-S09-000006,W09,G01,2026-01-05T15:00:50+00:00,2026-01-05T15:00:59.796670+00:00,9.797,78,-67.393,-62.977,-71.226,2.164,1.3127,4.511,2.999,2,0.0741,1.1968,2.4804,0.4251,30.267,103.515,1343.0,29.957,False,True,9,GRINDING_MACHINE,1,SYNTHETIC_CONTROLLED_SCENARIO,SYNTHETIC
WIN-0012330,P010,S09,2026-01-08,FORKLIFT_APPROACH,TRJ-P010-S09-000006,W10,F02,2026-01-08T15:00:50+00:00,2026-01-08T15:01:00.109806+00:00,10.11,81,-62.894,-56.795,-68.37,4.263,1.5614,4.233,1.726,1,0.0,0.8875,1.8812,0.1851,23.074,74.719,1142.246,12.288,False,True,3,FORKLIFT,0,SYNTHETIC_CONTROLLED_SCENARIO,SYNTHETIC
WIN-0012331,P011,S09,2026-01-11,SUDDEN_MOTION_AFTER_WARNING,TRJ-P011-S09-000006,W11,G01,2026-01-11T15:00:50+00:00,2026-01-11T15:00:59.632980+00:00,9.633,77,-61.783,-55.928,-67.807,3.191,2.4495,1.104,4.672,3,0.0384,1.2508,3.1951,1.6792,82.194,258.439,16231.602,42.188,True,True,2,GRINDING_MACHINE,0,SYNTHETIC_CONTROLLED_SCENARIO,SYNTHETIC
WIN-0012332,P012,S09,2026-01-14,NORMAL_PASSAGE,TRJ-P012-S09-000006,W12,L01,2026-01-14T15:00:50+00:00,2026-01-14T15:01:00.022979+00:00,10.023,80,-81.447,-78.894,-84.74,1.434,1.4581,1.647,0.0,1,0.0093,1.098,1.4563,0.0408,12.958,42.615,281.938,4.348,False,True,1,LASER_CUTTER,0,SYNTHETIC_CONTROLLED_SCENARIO,SYNTHETIC
WIN-0012333,P013,S09,2026-01-17,NORMAL_WORK_NEAR_MACHINE,TRJ-P013-S09-000006,W13,G01,2026-01-17T15:00:50+00:00,2026-01-17T15:01:00.351449+00:00,10.351,52,-74.223,-69.341,-80.855,3.66,-1.0871,5.657,1.164,0,0.0385,1.2887,1.3353,0.0518,9.777,60.191,514.668,16.439,False,True,0,GRINDING_MACHINE,0,SYNTHETIC_CONTROLLED_SCENARIO,SYNTHETIC
WIN-0012334,P014,S09,2026-01-20,SUDDEN_MOTION_AFTER_WARNING,TRJ-P014-S09-000006,W14,F01,2026-01-20T15:00:50+00:00,2026-01-20T15:00:59.473087+00:00,9.473,76,-61.982,-57.165,-66.658,3.063,2.8036,2.059,2.142,3,0.0381,1.2486,3.4342,2.5827,75.033,253.315,9195.4,42.095,True,True,1,FORKLIFT,0,SYNTHETIC_CONTROLLED_SCENARIO,SYNTHETIC
WIN-0012335,P015,S09,2026-01-23,PROLONGED_DANGER,TRJ-P015-S09-000006,W15,L01,2026-01-23T15:00:50+00:00,2026-01-23T15:00:59.989817+00:00,9.99,80,-60.067,-55.468,-63.419,2.549,0.7459,2.095,5.689,4,0.0,1.1342,1.8734,0.1917,15.892,104.25,2620.497,20.693,False,True,2,LASER_CUTTER,1,SYNTHETIC_CONTROLLED_SCENARIO,SYNTHETIC
WIN-0012336,P016,S09,2026-01-26,PROLONGED_DANGER,TRJ-P016-S09-000006,W16,F03,2026-01-26T15:00:50+00:00,2026-01-26T15:01:00.128335+00:00,10.128,81,-55.751,-48.934,-62.002,3.604,1.076,3.66,5.258,4,0.0305,1.1351,1.4701,0.0965,26.788,73.312,774.47,11.014,False,True,1,FORKLIFT,1,SYNTHETIC_CONTROLLED_SCENARIO,SYNTHETIC
WIN-0012337,P017,S09,2026-01-29,AIR_QUALITY_DEGRADATION,TRJ-P017-S09-000006,W17,F03,2026-01-29T15:00:50+00:00,2026-01-29T15:00:59.662754+00:00,9.663,77,-73.574,-66.188,-81.856,4.778,-0.7211,0.513,0.347,2,0.1708,0.9372,1.4816,0.0911,21.704,67.168,968.421,10.65,False,True,2,FORKLIFT,0,SYNTHETIC_CONTROLLED_SCENARIO,SYNTHETIC
WIN-0012338,P018,S09,2026-02-01,IMPACT_CANDIDATE,TRJ-P018-S09-000006,W18,F03,2026-02-01T15:00:50+00:00,2026-02-01T15:00:59.832054+00:00,9.832,98,-67.434,-61.503,-70.671,3.153,1.1199,3.52,2.649,3,0.0646,1.8208,4.721,6.6005,84.158,302.891,16822.894,45.704,True,True,2,FORKLIFT,1,SYNTHETIC_CONTROLLED_SCENARIO,SYNTHETIC
WIN-0012339,P019,S09,2026-02-04,FORKLIFT_APPROACH,TRJ-P019-S09-000006,W19,F01,2026-02-04T15:00:50+00:00,2026-02-04T15:00:59.358652+00:00,9.359,75,-67.494,-60.354,-74.412,5.068,2.1553,4.426,0.307,0,0.0406,1.0783,1.6489,0.209,28.822,98.332,2568.596,39.857,False,True,1,FORKLIFT,0,SYNTHETIC_CONTROLLED_SCENARIO,SYNTHETIC
WIN-0012340,P020,S09,2026-02-07,SUDDEN_MOTION_AFTER_WARNING,TRJ-P020-S09-000006,W20,F01,2026-02-07T15:00:50+00:00,2026-02-07T15:01:00.548428+00:00,10.548,53,-58.257,-50.903,-65.236,4.763,2.5647,1.812,3.705,3,0.0845,1.3483,3.2863,2.4655,76.656,229.052,7216.584,40.544,True,True,1,FORKLIFT,1,SYNTHETIC_CONTROLLED_SCENARIO,SYNTHETIC
WIN-0012341,P021,S09,2026-02-10,FORKLIFT_CROSSING,TRJ-P021-S09-000006,W01,F03,2026-02-10T15:00:50+00:00,2026-02-10T15:01:00.021799+00:00,10.022,80,-57.319,-51.644,-64.619,5.072,1.7924,4.347,3.563,2,0.0102,1.0325,2.196,0.5003,29.787,124.321,4539.802,23.285,True,True,1,FORKLIFT,1,SYNTHETIC_CONTROLLED_SCENARIO,SYNTHETIC
WIN-0012342,P022,S09,2026-02-13,BLE_PACKET_LOSS,TRJ-P022-S09-000006,W02,L01,2026-02-13T15:00:50+00:00,2026-02-13T15:00:59.821364+00:00,9.821,79,-72.108,-66.636,-78.113,5.047,-0.1839,1.509,0.109,4,0.2661,0.9798,1.047,0.0141,11.35,85.56,1233.042,1.918,False,True,1,LASER_CUTTER,0,SYNTHETIC_CONTROLLED_SCENARIO,SYNTHETIC
WIN-0012343,P023,S09,2026-02-16,PROLONGED_DANGER,TRJ-P023-S09-000006,W03,L01,2026-02-16T15:00:50+00:00,2026-02-16T15:00:59.688917+00:00,9.689,78,-61.4,-56.595,-64.793,3.279,0.5005,2.44,4.997,2,0.0693,0.8254,1.1944,0.0327,27.927,64.837,1197.029,10.865,False,True,9,LASER_CUTTER,1,SYNTHETIC_CONTROLLED_SCENARIO,SYNTHETIC
WIN-0012344,P024,S09,2026-02-19,NORMAL_WORK_NEAR_MACHINE,TRJ-P024-S09-000006,W04,F02,2026-02-19T15:00:50+00:00,2026-02-19T15:00:59.706800+00:00,9.707,78,-73.829,-69.26,-78.946,4.011,-0.148,3.215,0.586,1,0.0178,0.8664,1.4404,0.1134,12.923,71.223,841.479,0.0,False,True,0,FORKLIFT,0,SYNTHETIC_CONTROLLED_SCENARIO,SYNTHETIC
WIN-0012345,P025,S09,2026-02-22,FORKLIFT_APPROACH,TRJ-P025-S09-000006,W05,F01,2026-02-22T15:00:50+00:00,2026-02-22T15:01:00.178419+00:00,10.178,81,-70.392,-65.207,-77.585,3.774,3.2114,4.089,1.156,2,0.0356,1.2248,1.5859,0.2242,26.688,106.979,1115.751,19.158,False,True,0,FORKLIFT,0,SYNTHETIC_CONTROLLED_SCENARIO,SYNTHETIC
WIN-0012346,P026,S09,2026-02-25,NORMAL_PASSAGE,TRJ-P026-S09-000006,W06,G01,2026-02-25T15:00:50+00:00,2026-02-25T15:01:00.129325+00:00,10.129,51,-84.577,-77.847,-88.41,3.378,0.5865,0.815,0.0,3,0.0295,1.1657,1.3672,0.0856,22.129,22.129,78.279,5.843,False,True,0,GRINDING_MACHINE,0,SYNTHETIC_CONTROLLED_SCENARIO,SYNTHETIC
WIN-0012347,P027,S09,2026-02-28,FORKLIFT_CROSSING,TRJ-P027-S09-000006,W07,F03,2026-02-28T15:00:50+00:00,2026-02-28T15:00:59.902525+00:00,9.903,50,-64.849,-59.139,-73.73,5.186,1.1438,3.047,1.207,5,0.0067,1.2095,2.3462,0.8582,26.723,137.324,4736.231,25.256,False,True,1,FORKLIFT,1,SYNTHETIC_CONTROLLED_SCENARIO,SYNTHETIC
WIN-0012348,P028,S09,2026-03-03,REPEATED_EXPOSURE,TRJ-P028-S09-000006,W08,F01,2026-03-03T15:00:50+00:00,2026-03-03T15:01:00.483534+00:00,10.484,105,-63.77,-58.115,-68.081,3.381,0.7745,5.27,2.812,3,0.0225,1.0717,2.0085,0.3977,29.336,125.246,4628.593,22.466,False,True,9,FORKLIFT,0,SYNTHETIC_CONTROLLED_SCENARIO,SYNTHETIC
WIN-0012349,P029,S09,2026-03-06,FORKLIFT_CROSSING,TRJ-P029-S09-000006,W09,F01,2026-03-06T15:00:50+00:00,2026-03-06T15:01:00.484810+00:00,10.485,84,-65.164,-56.832,-72.001,4.897,0.8991,3.693,2.429,3,0.087,1.1704,1.5593,0.1186,34.142,162.693,3542.93,31.228,False,True,1,FORKLIFT,1,SYNTHETIC_CONTROLLED_SCENARIO,SYNTHETIC
WIN-0012350,P030,S09,2026-03-09,HAZARD_INACTIVE,TRJ-P030-S09-000006,W10,G01,2026-03-09T15:00:50+00:00,2026-03-09T15:00:59.552442+00:00,9.552,48,-61.769,-58.839,-67.647,3.203,-1.2109,3.847,1.687,0,0.0452,1.0634,1.7045,0.2414,13.851,123.801,2727.991,4.833,False,False,0,GRINDING_MACHINE,0,SYNTHETIC_CONTROLLED_SCENARIO,SYNTHETIC
WIN-0012351,P031,S09,2026-03-12,NORMAL_WORK_NEAR_MACHINE,TRJ-P031-S09-000006,W11,F03,2026-03-12T15:00:50+00:00,2026-03-12T15:01:00.150537+00:00,10.151,102,-76.298,-69.609,-81.465,3.546,-1.0173,3.807,1.207,2,0.0326,0.9709,1.055,0.0772,19.227,47.568,480.301,12.276,False,False,3,FORKLIFT,0,SYNTHETIC_CONTROLLED_SCENARIO,SYNTHETIC
WIN-0012352,P032,S09,2026-03-15,SUDDEN_MOTION_AFTER_WARNING,TRJ-P032-S09-000006,W12,L01,2026-03-15T15:00:50+00:00,2026-03-15T15:01:00.471764+00:00,10.472,84,-57.812,-52.933,-58.467,2.064,2.5361,1.924,3.187,3,0.0099,1.1486,2.9884,2.0945,75.206,210.294,12270.393,44.342,True,True,1,LASER_CUTTER,1,SYNTHETIC_CONTROLLED_SCENARIO,SYNTHETIC
WIN-0012353,P033,S09,2026-03-18,NORMAL_PASSAGE,TRJ-P033-S09-000006,W13,L01,2026-03-18T15:00:50+00:00,2026-03-18T15:01:00.258533+00:00,10.259,82,-92.781,-86.69,-100.235,3.535,1.287,1.475,0.091,1,0.0,1.1569,1.3713,0.123,4.346,18.859,99.305,0.0,False,True,0,LASER_CUTTER,0,SYNTHETIC_CONTROLLED_SCENARIO,SYNTHETIC
WIN-0012354,P034,S09,2026-03-21,SUDDEN_MOTION_AFTER_WARNING,TRJ-P034-S09-000006,W14,L01,2026-03-21T15:00:50+00:00,2026-03-21T15:01:00.220336+00:00,10.22,82,-61.598,-55.137,-69.78,4.962,2.7896,3.527,2.331,1,0.0,1.123,3.1089,1.9992,70.761,219.595,4266.885,30.393,True,True,0,LASER_CUTTER,1,SYNTHETIC_CONTROLLED_SCENARIO,SYNTHETIC
WIN-0012355,P035,S09,2026-03-24,RSSI_FLUCTUATION,TRJ-P035-S09-000006,W15,L01,2026-03-24T15:00:50+00:00,2026-03-24T15:01:00.306080+00:00,10.306,52,-76.489,-65.62,-87.744,7.607,0.657,3.069,0.168,1,0.0876,0.9915,1.3916,0.1158,14.807,64.065,526.229,10.33,False,True,3,LASER_CUTTER,0,SYNTHETIC_CONTROLLED_SCENARIO,SYNTHETIC
WIN-0012356,P036,S09,2026-03-27,REPEATED_EXPOSURE,TRJ-P036-S09-000006,W16,F01,2026-03-27T15:00:50+00:00,2026-03-27T15:01:00.101437+00:00,10.101,101,-58.18,-51.001,-66.119,4.041,0.6354,2.96,2.25,1,0.033,1.027,2.0088,0.2823,20.096,93.871,1874.0,26.038,False,True,4,FORKLIFT,0,SYNTHETIC_CONTROLLED_SCENARIO,SYNTHETIC
WIN-0012357,P037,S09,2026-03-30,RSSI_FLUCTUATION,TRJ-P037-S09-000006,W17,L01,2026-03-30T15:00:50+00:00,2026-03-30T15:01:00.111813+00:00,10.112,51,-73.378,-63.797,-81.933,6.888,-0.0602,4.343,0.067,3,0.1018,1.0758,1.304,0.0207,7.578,86.532,974.408,15.906,False,True,2,LASER_CUTTER,0,SYNTHETIC_CONTROLLED_SCENARIO,SYNTHETIC
